timestamp,location,temperature,temperatureUnit,precipitationProbability,windSpeed,windDirection,shortForecast
2025-11-10 21:46:00,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-10 21:55:30,Wilmington,32,F,21,10 to 15 mph,W,Slight Chance Rain And Snow Showers
2025-11-10 21:55:30,Raleigh,28,F,27,13 mph,NW,Partly Cloudy then Chance Snow Showers
2025-11-10 21:55:30,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-10 21:58:36,Wilmington,32,F,21,10 to 15 mph,W,Slight Chance Rain And Snow Showers
2025-11-10 21:58:36,Raleigh,28,F,27,13 mph,NW,Partly Cloudy then Chance Snow Showers
2025-11-10 21:58:37,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-10 21:59:00,Wilmington,32,F,21,10 to 15 mph,W,Slight Chance Rain And Snow Showers
2025-11-10 21:59:00,Raleigh,28,F,27,13 mph,NW,Partly Cloudy then Chance Snow Showers
2025-11-10 21:59:01,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-10 22:00:01,Wilmington,32,F,21,10 to 15 mph,W,Slight Chance Rain And Snow Showers
2025-11-10 22:00:01,Raleigh,28,F,27,13 mph,NW,Partly Cloudy then Chance Snow Showers
2025-11-10 22:00:02,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-10 23:00:02,Wilmington,32,F,21,15 mph,W,Slight Chance Rain And Snow Showers
2025-11-10 23:00:02,Raleigh,28,F,27,13 mph,NW,Partly Cloudy then Chance Snow Showers
2025-11-10 23:00:02,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-11 00:00:01,Wilmington,31,F,28,15 mph,W,Chance Rain And Snow Showers
2025-11-11 00:00:02,Raleigh,28,F,27,13 mph,NW,Partly Cloudy then Chance Snow Showers
2025-11-11 00:00:02,Charlotte,27,F,15,10 to 14 mph,WNW,Chance Snow Showers
2025-11-11 01:00:01,Wilmington,31,F,3,15 mph,W,Partly Cloudy
2025-11-11 01:00:09,Raleigh,28,F,27,12 mph,NW,Chance Snow Showers
2025-11-11 01:00:10,Charlotte,28,F,9,13 mph,WNW,Mostly Clear
2025-11-11 02:00:01,Wilmington,31,F,3,15 mph,W,Partly Cloudy
2025-11-11 02:00:02,Raleigh,28,F,27,12 mph,NW,Chance Snow Showers
2025-11-11 02:00:02,Charlotte,28,F,4,12 mph,WNW,Clear
2025-11-11 03:00:01,Wilmington,31,F,3,15 mph,W,Partly Cloudy
2025-11-11 03:00:02,Raleigh,28,F,27,12 mph,NW,Chance Snow Showers
2025-11-11 03:00:02,Charlotte,28,F,4,12 mph,WNW,Clear
2025-11-11 04:00:02,Wilmington,31,F,3,15 mph,W,Partly Cloudy
2025-11-11 04:00:02,Raleigh,29,F,1,12 mph,NW,Mostly Clear
2025-11-11 04:00:02,Charlotte,28,F,4,12 mph,WNW,Clear
2025-11-11 05:00:02,Wilmington,31,F,3,15 mph,W,Partly Cloudy
2025-11-11 05:00:02,Raleigh,29,F,1,12 mph,NW,Mostly Clear
2025-11-11 05:00:02,Charlotte,28,F,4,12 mph,WNW,Clear
2025-11-11 06:00:02,Wilmington,49,F,0,10 to 15 mph,W,Sunny
2025-11-11 06:00:02,Raleigh,29,F,1,12 mph,NW,Mostly Clear
2025-11-11 06:00:02,Charlotte,28,F,0,10 mph,WNW,Clear
2025-11-11 07:00:09,Wilmington,49,F,0,10 to 15 mph,W,Sunny
2025-11-11 07:00:09,Raleigh,29,F,1,12 mph,NW,Mostly Clear
2025-11-11 07:00:09,Charlotte,28,F,0,10 mph,WNW,Clear
2025-11-11 08:00:08,Wilmington,49,F,0,10 to 15 mph,W,Sunny
2025-11-11 08:00:15,Raleigh,48,F,0,10 to 14 mph,W,Sunny
2025-11-11 08:00:16,Charlotte,28,F,0,10 mph,WNW,Clear
2025-11-11 09:00:14,Wilmington,49,F,0,10 to 15 mph,W,Sunny
2025-11-11 09:00:16,Raleigh,48,F,0,10 to 14 mph,W,Sunny
2025-11-11 09:00:17,Charlotte,46,F,1,8 to 13 mph,WSW,Sunny
2025-11-11 10:00:02,Wilmington,49,F,0,10 to 15 mph,W,Sunny
2025-11-11 10:00:02,Raleigh,48,F,0,9 to 14 mph,W,Sunny
"2025-11-11 10:00:02",Charlotte,28,F,0,10 mph,WNW,Clear
2025-11-11 18:20:41,Wilmington,35,F,0,5 to 9 mph,W,Clear
2025-11-11 18:20:42,Raleigh,32,F,1,8 mph,SW,Mostly Clear
2025-11-11 18:20:42,Charlotte,47,F,0,13 mph,WSW,Sunny
2025-11-11 19:16:51,Wilmington,35,F,0,5 to 9 mph,W,Clear
2025-11-11 19:16:51,Raleigh,32,F,1,9 mph,SW,Mostly Clear
2025-11-11 19:16:51,Charlotte,36,F,1,6 to 14 mph,SW,Mostly Clear
2025-11-11 20:00:03,Wilmington,35,F,0,5 to 9 mph,W,Clear
2025-11-11 20:00:08,Raleigh,32,F,1,9 mph,SW,Mostly Clear
2025-11-11 20:00:08,Charlotte,36,F,1,6 to 14 mph,SW,Mostly Clear
2025-11-11 21:00:08,Wilmington,35,F,0,5 to 9 mph,W,Clear
2025-11-11 21:00:08,Raleigh,32,F,1,9 mph,SW,Mostly Clear
2025-11-11 21:00:10,Charlotte,36,F,1,6 to 14 mph,SW,Mostly Clear
2025-11-11 22:00:13,Wilmington,35,F,0,5 to 9 mph,SW,Clear
2025-11-11 22:00:15,Raleigh,32,F,1,9 mph,SW,Mostly Clear
2025-11-11 22:00:15,Charlotte,36,F,1,6 to 14 mph,SW,Mostly Clear
2025-11-11 23:00:05,Wilmington,35,F,0,6 to 9 mph,SW,Clear
2025-11-11 23:00:06,Raleigh,32,F,1,9 mph,SW,Mostly Clear
2025-11-11 23:00:10,Charlotte,36,F,1,6 to 14 mph,SW,Mostly Clear
2025-11-12 00:00:19,Wilmington,35,F,0,6 to 9 mph,SW,Clear
2025-11-12 00:00:20,Raleigh,32,F,1,9 mph,SW,Mostly Clear
2025-11-12 00:00:20,Charlotte,36,F,1,6 to 14 mph,SW,Mostly Clear
2025-11-12 01:00:07,Wilmington,37,F,0,8 mph,SW,Clear
2025-11-12 01:00:12,Raleigh,32,F,0,9 mph,SW,Mostly Clear
2025-11-12 01:00:12,Charlotte,36,F,0,13 mph,SW,Clear
2025-11-12 02:00:01,Wilmington,37,F,0,8 mph,SW,Clear
2025-11-12 02:00:05,Raleigh,32,F,0,9 mph,SW,Mostly Clear
2025-11-12 02:00:05,Charlotte,36,F,0,13 mph,SW,Clear
2025-11-12 03:00:11,Wilmington,37,F,0,8 mph,SW,Clear
2025-11-12 03:00:12,Raleigh,32,F,0,9 mph,SW,Mostly Clear
2025-11-12 03:00:12,Charlotte,36,F,0,13 mph,SW,Clear
2025-11-12 04:00:01,Wilmington,37,F,0,8 mph,SW,Clear
2025-11-12 04:00:02,Raleigh,32,F,0,9 mph,SW,Mostly Clear
2025-11-12 04:00:02,Charlotte,36,F,0,13 mph,SW,Clear
2025-11-12 05:00:10,Wilmington,38,F,0,10 mph,W,Clear
2025-11-12 05:00:10,Raleigh,32,F,0,9 mph,SW,Mostly Clear
2025-11-12 05:00:10,Charlotte,36,F,0,13 mph,SW,Clear
2025-11-12 06:00:01,Wilmington,62,F,0,10 to 14 mph,SW,Sunny
2025-11-12 06:00:10,Raleigh,32,F,0,9 mph,SW,Mostly Clear
2025-11-12 06:00:10,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 07:00:01,Wilmington,62,F,0,10 to 14 mph,SW,Sunny
2025-11-12 07:00:01,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 07:00:01,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 08:00:06,Wilmington,62,F,0,10 to 14 mph,SW,Sunny
2025-11-12 08:00:22,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 08:00:22,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 09:00:03,Wilmington,62,F,0,10 to 14 mph,W,Sunny
2025-11-12 09:00:03,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 09:00:03,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 10:00:00,Wilmington,62,F,0,10 to 14 mph,SW,Sunny
2025-11-12 10:00:02,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 10:00:02,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 11:00:04,Wilmington,62,F,0,10 to 14 mph,W,Sunny
2025-11-12 11:00:04,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 11:00:04,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 12:00:02,Wilmington,62,F,0,10 to 14 mph,W,Sunny
2025-11-12 12:00:02,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 12:00:02,Charlotte,37,F,0,13 mph,SW,Clear
2025-11-12 13:00:10,Wilmington,61,F,0,12 mph,W,Sunny
2025-11-12 13:00:17,Raleigh,62,F,0,8 to 14 mph,SW,Sunny
2025-11-12 13:00:17,Charlotte,62,F,0,10 mph,WSW,Sunny
2025-11-12 14:00:02,Wilmington,61,F,0,12 mph,W,Sunny
2025-11-12 14:00:06,Raleigh,61,F,0,10 mph,SW,Sunny
2025-11-12 14:00:06,Charlotte,62,F,0,10 mph,WSW,Sunny
2025-11-12 15:00:04,Wilmington,61,F,0,10 mph,W,Sunny
2025-11-12 15:00:05,Raleigh,61,F,0,10 mph,SW,Sunny
2025-11-12 15:00:05,Charlotte,62,F,0,10 mph,WSW,Sunny
2025-11-12 16:00:04,Wilmington,61,F,0,12 mph,W,Sunny
2025-11-12 16:00:06,Raleigh,61,F,0,9 mph,SW,Sunny
2025-11-12 16:00:06,Charlotte,62,F,0,10 mph,WSW,Sunny
2025-11-12 17:00:02,Wilmington,61,F,0,12 mph,W,Sunny
2025-11-12 17:00:04,Raleigh,63,F,0,9 mph,SW,Sunny
2025-11-12 17:00:04,Charlotte,62,F,0,10 mph,WSW,Sunny
2025-11-12 18:00:09,Wilmington,43,F,0,8 mph,W,Clear
2025-11-12 18:00:11,Raleigh,43,F,0,5 to 8 mph,W,Mostly Clear
2025-11-12 18:00:11,Charlotte,62,F,0,10 mph,WSW,Sunny
2025-11-12 19:00:08,Wilmington,43,F,0,7 mph,W,Clear
2025-11-12 19:00:19,Raleigh,43,F,0,7 mph,W,Mostly Clear
2025-11-12 19:00:19,Charlotte,40,F,0,3 to 8 mph,W,Clear
2025-11-12 20:00:04,Wilmington,43,F,0,7 mph,W,Clear
2025-11-12 20:00:04,Raleigh,43,F,0,6 mph,W,Mostly Clear
2025-11-12 20:00:05,Charlotte,40,F,0,3 to 8 mph,W,Clear
2025-11-12 21:00:17,Wilmington,43,F,0,6 mph,W,Clear
2025-11-12 21:00:17,Raleigh,43,F,0,6 mph,W,Mostly Clear
2025-11-12 21:00:17,Charlotte,40,F,0,3 to 8 mph,W,Clear
2025-11-12 22:00:01,Wilmington,43,F,0,6 mph,W,Clear
2025-11-12 22:00:06,Raleigh,43,F,0,6 mph,W,Mostly Clear
2025-11-12 22:00:06,Charlotte,40,F,0,6 mph,W,Clear
2025-11-15 13:06:18,Wilmington,71,F,0,10 mph,SW,Partly Sunny
2025-11-15 13:06:27,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 13:06:29,Charlotte,73,F,0,9 to 13 mph,SW,Partly Sunny
2025-11-15 14:00:02,Wilmington,71,F,0,10 mph,SW,Partly Sunny
2025-11-15 14:00:13,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 14:00:13,Charlotte,73,F,0,9 to 13 mph,SW,Partly Sunny
2025-11-15 15:00:25,Wilmington,71,F,0,10 mph,SW,Partly Sunny
2025-11-15 15:00:27,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 15:00:27,Charlotte,73,F,0,9 to 13 mph,SW,Partly Sunny
2025-11-15 16:00:01,Wilmington,71,F,0,10 mph,SW,Partly Sunny
2025-11-15 16:00:10,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 16:00:10,Charlotte,73,F,0,9 to 13 mph,SW,Partly Sunny
2025-11-15 17:00:06,Wilmington,73,F,0,9 mph,SW,Partly Sunny
2025-11-15 17:00:11,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 17:00:11,Charlotte,73,F,0,9 to 13 mph,SW,Partly Sunny
2025-11-15 18:00:03,Wilmington,58,F,1,8 to 12 mph,SW,Partly Cloudy
2025-11-15 18:00:03,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 18:00:03,Charlotte,73,F,0,13 mph,SW,Mostly Sunny
2025-11-15 19:00:07,Wilmington,58,F,0,7 to 12 mph,SW,Partly Cloudy
2025-11-15 19:00:19,Raleigh,73,F,0,9 mph,SW,Mostly Cloudy
2025-11-15 19:00:19,Charlotte,73,F,0,13 mph,SW,Mostly Sunny
2025-11-16 04:00:01,Wilmington,59,F,0,12 mph,SW,Mostly Clear
2025-11-16 04:00:07,Raleigh,59,F,2,10 mph,SW,Mostly Cloudy
2025-11-16 04:00:07,Charlotte,58,F,0,15 mph,SW,Mostly Clear
2025-11-16 05:00:10,Wilmington,59,F,0,12 mph,SW,Mostly Clear
2025-11-16 05:00:27,Raleigh,59,F,2,10 mph,SW,Mostly Cloudy
2025-11-16 05:00:27,Charlotte,58,F,0,14 mph,SW,Mostly Clear
2025-11-16 06:00:11,Wilmington,79,F,0,12 to 15 mph,W,Sunny
2025-11-16 06:00:13,Raleigh,59,F,2,10 mph,SW,Mostly Cloudy
2025-11-16 06:00:13,Charlotte,58,F,0,14 mph,SW,Mostly Clear
2025-11-16 14:00:14,Wilmington,76,F,0,12 mph,W,Sunny
2025-11-16 14:00:15,Raleigh,75,F,0,10 to 17 mph,NW,Sunny
2025-11-16 14:00:15,Charlotte,76,F,0,13 to 16 mph,WNW,Sunny
2025-11-16 15:00:02,Wilmington,76,F,0,12 mph,W,Sunny
2025-11-16 15:00:06,Raleigh,75,F,0,10 to 16 mph,NW,Sunny
2025-11-16 15:00:06,Charlotte,76,F,0,13 to 16 mph,WNW,Sunny
2025-11-16 16:00:01,Wilmington,76,F,0,10 mph,NW,Sunny
2025-11-16 16:00:02,Raleigh,75,F,0,10 to 16 mph,NW,Sunny
2025-11-16 16:00:02,Charlotte,76,F,0,13 to 16 mph,WNW,Sunny
2025-11-16 17:00:03,Wilmington,79,F,0,9 mph,W,Sunny
2025-11-16 17:00:09,Raleigh,75,F,0,10 to 16 mph,NW,Sunny
2025-11-16 17:00:09,Charlotte,74,F,0,14 mph,NW,Sunny
2025-11-16 18:00:01,Wilmington,44,F,0,7 mph,NW,Mostly Clear
2025-11-16 18:00:16,Raleigh,75,F,0,10 to 16 mph,NW,Sunny
2025-11-16 18:00:16,Charlotte,74,F,0,14 mph,NW,Sunny
2025-11-16 19:00:01,Wilmington,44,F,0,7 mph,NW,Mostly Clear
2025-11-16 19:00:08,Raleigh,38,F,0,5 to 8 mph,NW,Mostly Clear
2025-11-16 19:00:08,Charlotte,38,F,0,3 to 12 mph,NW,Clear
2025-11-16 20:00:05,Wilmington,44,F,0,7 mph,NW,Mostly Clear
2025-11-16 20:00:06,Raleigh,38,F,0,7 mph,NW,Clear
2025-11-16 20:00:07,Charlotte,38,F,0,3 to 12 mph,NW,Clear
2025-11-16 21:00:07,Wilmington,44,F,0,7 mph,NW,Mostly Clear
2025-11-16 21:00:46,Raleigh,38,F,0,7 mph,NW,Clear
2025-11-16 21:00:46,Charlotte,38,F,0,3 to 12 mph,NW,Clear
2025-11-16 22:00:07,Wilmington,46,F,0,7 mph,NW,Mostly Clear
2025-11-16 22:00:07,Raleigh,38,F,0,7 mph,NW,Clear
2025-11-16 22:00:07,Charlotte,38,F,0,3 to 12 mph,NW,Clear
2025-11-16 23:00:04,Wilmington,46,F,0,7 mph,NW,Mostly Clear
2025-11-16 23:00:05,Raleigh,38,F,0,6 mph,NW,Clear
2025-11-16 23:00:05,Charlotte,38,F,0,3 to 12 mph,NW,Clear
2025-11-17 15:00:04,Wilmington,64,F,0,7 mph,NW,Sunny
2025-11-17 15:00:37,Raleigh,61,F,0,5 to 8 mph,NW,Sunny
2025-11-17 15:00:37,Charlotte,64,F,0,2 to 6 mph,WNW,Sunny
2025-11-17 16:00:03,Wilmington,64,F,0,6 mph,NW,Sunny
2025-11-17 16:00:07,Raleigh,61,F,0,7 mph,NW,Sunny
2025-11-17 16:00:07,Charlotte,64,F,0,2 to 6 mph,WNW,Sunny
2025-11-17 17:00:03,Wilmington,64,F,0,6 mph,NW,Sunny
2025-11-17 17:00:14,Raleigh,61,F,0,7 mph,NW,Sunny
2025-11-17 17:00:15,Charlotte,64,F,0,2 to 6 mph,WNW,Sunny
2025-11-17 18:00:02,Wilmington,40,F,0,2 mph,N,Mostly Clear
2025-11-17 18:00:05,Raleigh,35,F,1,0 to 3 mph,N,Mostly Clear
2025-11-17 18:00:05,Charlotte,67,F,0,3 mph,WNW,Sunny
2025-11-17 19:00:02,Wilmington,40,F,0,0 to 3 mph,N,Clear
2025-11-17 19:00:15,Raleigh,35,F,1,2 mph,N,Mostly Clear
2025-11-17 19:00:15,Charlotte,39,F,1,1 mph,NE,Mostly Clear
2025-11-17 20:00:05,Wilmington,40,F,0,0 to 3 mph,N,Clear
2025-11-17 20:00:06,Raleigh,35,F,1,2 mph,N,Mostly Clear
2025-11-17 20:00:06,Charlotte,39,F,1,1 mph,NE,Mostly Clear
2025-11-17 21:00:08,Wilmington,40,F,0,0 to 3 mph,N,Clear
2025-11-17 21:00:10,Raleigh,35,F,1,2 mph,N,Mostly Clear
2025-11-17 21:00:11,Charlotte,39,F,1,1 mph,NE,Mostly Clear
2025-11-17 22:00:06,Wilmington,40,F,0,1 mph,NE,Mostly Clear
2025-11-17 22:00:09,Raleigh,35,F,1,0 to 3 mph,N,Mostly Clear
2025-11-17 22:00:09,Charlotte,39,F,1,1 mph,NE,Mostly Clear
2025-11-17 23:00:05,Wilmington,40,F,0,1 mph,NE,Mostly Clear
2025-11-17 23:00:05,Raleigh,35,F,1,2 mph,N,Mostly Clear
2025-11-17 23:00:06,Charlotte,39,F,1,1 mph,NE,Mostly Clear
2025-11-18 00:00:02,Wilmington,40,F,0,1 mph,N,Mostly Clear
2025-11-18 00:00:17,Raleigh,35,F,1,0 mph,,Mostly Clear
2025-11-18 00:00:17,Charlotte,39,F,1,1 mph,NE,Mostly Clear
2025-11-18 01:00:06,Wilmington,40,F,0,1 mph,N,Mostly Clear
2025-11-18 01:00:08,Raleigh,37,F,0,2 mph,N,Mostly Clear
2025-11-18 01:00:08,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 02:00:01,Wilmington,40,F,0,1 mph,N,Mostly Clear
2025-11-18 02:00:02,Raleigh,37,F,0,2 mph,N,Mostly Clear
2025-11-18 02:00:02,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 03:00:03,Wilmington,40,F,0,1 mph,N,Mostly Clear
2025-11-18 03:00:03,Raleigh,37,F,0,2 mph,N,Mostly Clear
2025-11-18 03:00:03,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 04:00:15,Wilmington,40,F,0,1 mph,N,Mostly Clear
2025-11-18 04:00:15,Raleigh,37,F,0,2 mph,N,Mostly Clear
2025-11-18 04:00:15,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 05:00:01,Wilmington,40,F,0,1 mph,N,Mostly Clear
2025-11-18 05:00:05,Raleigh,37,F,0,2 mph,N,Mostly Clear
2025-11-18 05:00:05,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 06:00:04,Wilmington,65,F,0,1 to 6 mph,E,Sunny
2025-11-18 06:00:07,Raleigh,64,F,0,1 to 7 mph,SE,Sunny
2025-11-18 06:00:07,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 07:00:05,Wilmington,65,F,0,2 to 6 mph,E,Sunny
2025-11-18 07:00:08,Raleigh,64,F,0,1 to 7 mph,SE,Sunny
2025-11-18 07:00:08,Charlotte,39,F,0,2 mph,ENE,Mostly Clear
2025-11-18 08:00:20,Wilmington,65,F,0,2 to 6 mph,E,Sunny
2025-11-18 08:00:21,Raleigh,64,F,0,1 to 7 mph,SE,Sunny
2025-11-18 08:00:21,Charlotte,67,F,0,2 to 8 mph,S,Sunny
2025-11-18 09:00:14,Wilmington,65,F,0,6 mph,E,Sunny
2025-11-18 09:00:15,Raleigh,64,F,0,1 to 6 mph,SE,Mostly Sunny
2025-11-18 09:00:15,Charlotte,67,F,0,2 to 8 mph,S,Sunny
2025-11-18 10:00:01,Wilmington,65,F,0,2 to 6 mph,E,Sunny
2025-11-18 10:00:01,Raleigh,64,F,0,1 to 6 mph,SE,Mostly Sunny
2025-11-18 10:00:01,Charlotte,67,F,0,3 to 8 mph,S,Sunny
2025-11-18 11:00:03,Wilmington,65,F,0,2 to 6 mph,E,Sunny
2025-11-18 11:00:05,Raleigh,64,F,0,1 to 6 mph,SE,Mostly Sunny
2025-11-18 11:00:05,Charlotte,67,F,0,3 to 8 mph,S,Sunny
2025-11-18 21:00:02,Wilmington,50,F,2,5 mph,S,Partly Cloudy
2025-11-18 21:00:09,Raleigh,48,F,42,7 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-18 21:00:09,Charlotte,50,F,15,8 mph,SSW,Partly Cloudy then Slight Chance Rain Showers
2025-11-18 22:00:08,Wilmington,50,F,2,5 mph,S,Partly Cloudy
2025-11-18 22:00:18,Raleigh,48,F,42,7 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-18 22:00:18,Charlotte,50,F,15,8 mph,SSW,Partly Cloudy then Slight Chance Rain Showers
2025-11-18 23:00:02,Wilmington,50,F,2,5 mph,S,Partly Cloudy
2025-11-18 23:00:04,Raleigh,48,F,42,7 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-18 23:00:04,Charlotte,50,F,15,8 mph,SSW,Partly Cloudy then Slight Chance Rain Showers
2025-11-19 00:00:16,Wilmington,50,F,2,5 mph,SW,Partly Cloudy
2025-11-19 00:00:18,Raleigh,48,F,42,7 mph,SW,Chance Light Rain
2025-11-19 00:00:18,Charlotte,50,F,15,8 mph,SSW,Partly Cloudy then Slight Chance Rain Showers
2025-11-19 01:00:34,Wilmington,50,F,2,5 mph,SW,Partly Cloudy
2025-11-19 01:00:35,Raleigh,48,F,38,5 mph,SW,Chance Rain Showers
2025-11-19 01:00:35,Charlotte,49,F,6,8 mph,SSW,Partly Cloudy
2025-11-19 11:00:08,Wilmington,75,F,3,3 to 8 mph,W,Mostly Sunny
