timestamp,location,temperature,temperatureUnit,precipitationProbability,windSpeed,windDirection,shortForecast
2025-11-19 11:00:08,Raleigh,71,F,4,7 mph,NW,Sunny
2025-11-19 11:00:08,Charlotte,76,F,3,2 to 7 mph,W,Sunny
2025-11-19 12:00:05,Wilmington,75,F,3,3 to 8 mph,W,Mostly Sunny
2025-11-19 12:00:05,Raleigh,71,F,10,7 mph,NW,Sunny
2025-11-19 12:00:05,Charlotte,76,F,3,2 to 7 mph,W,Sunny
2025-11-19 13:00:05,Wilmington,75,F,3,3 to 8 mph,W,Mostly Sunny
2025-11-19 13:00:36,Raleigh,72,F,0,5 mph,N,Sunny
2025-11-19 13:00:37,Charlotte,76,F,2,2 to 6 mph,NW,Sunny
2025-11-19 14:00:04,Wilmington,76,F,2,3 to 7 mph,W,Sunny
2025-11-19 14:00:40,Raleigh,72,F,0,5 mph,N,Sunny
2025-11-19 14:00:41,Charlotte,76,F,2,2 to 6 mph,NW,Sunny
2025-11-19 18:00:06,Wilmington,49,F,1,2 to 6 mph,N,Partly Cloudy
2025-11-19 18:00:06,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-19 18:00:07,Charlotte,76,F,2,2 to 6 mph,NW,Sunny
2025-11-19 19:00:05,Wilmington,49,F,1,2 to 6 mph,NE,Partly Cloudy
2025-11-19 19:00:06,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-19 19:00:07,Charlotte,51,F,2,3 mph,ENE,Mostly Cloudy
2025-11-19 20:00:07,Wilmington,49,F,1,2 to 6 mph,NE,Partly Cloudy
2025-11-19 20:00:07,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-19 20:00:08,Charlotte,51,F,2,3 mph,ENE,Mostly Cloudy
2025-11-19 21:00:03,Wilmington,49,F,1,2 to 6 mph,NE,Partly Cloudy
2025-11-19 21:00:04,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-19 21:00:04,Charlotte,51,F,2,3 mph,ENE,Mostly Cloudy
2025-11-19 22:00:04,Wilmington,49,F,1,7 mph,NE,Partly Cloudy
2025-11-19 22:00:05,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-19 22:00:06,Charlotte,51,F,2,3 mph,ENE,Mostly Cloudy
2025-11-19 23:00:05,Wilmington,49,F,1,7 mph,NE,Partly Cloudy
2025-11-19 23:00:06,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-19 23:00:06,Charlotte,51,F,2,3 mph,ENE,Mostly Cloudy
2025-11-20 00:00:05,Wilmington,49,F,1,7 mph,NE,Partly Cloudy
2025-11-20 00:00:05,Raleigh,43,F,1,3 mph,NE,Partly Cloudy
2025-11-20 00:00:05,Charlotte,51,F,2,3 mph,ENE,Mostly Cloudy
2025-11-20 10:00:22,Wilmington,67,F,1,2 to 6 mph,E,Mostly Sunny
2025-11-20 10:00:23,Raleigh,61,F,2,2 mph,E,Partly Sunny
2025-11-20 10:00:24,Charlotte,70,F,2,3 mph,SE,Mostly Sunny
2025-11-20 11:00:05,Wilmington,67,F,1,2 to 6 mph,E,Mostly Sunny
2025-11-20 11:00:06,Raleigh,61,F,2,2 mph,E,Partly Sunny
2025-11-20 11:00:06,Charlotte,70,F,2,3 mph,SE,Mostly Sunny
2025-11-20 12:00:02,Wilmington,67,F,1,2 to 6 mph,E,Mostly Sunny
2025-11-20 23:00:07,Wilmington,54,F,4,0 mph,,Mostly Cloudy
2025-11-20 23:00:07,Raleigh,49,F,8,2 mph,S,Mostly Cloudy
2025-11-20 23:00:07,Charlotte,55,F,36,2 mph,S,Mostly Cloudy then Chance Rain Showers
2025-11-21 00:00:05,Wilmington,54,F,4,0 mph,,Mostly Cloudy
2025-11-21 00:00:10,Raleigh,49,F,8,2 mph,S,Mostly Cloudy
2025-11-21 00:00:13,Charlotte,55,F,36,2 mph,S,Mostly Cloudy then Chance Rain Showers
2025-11-21 00:59:59,Wilmington,54,F,5,1 mph,NE,Mostly Cloudy
2025-11-21 01:00:00,Raleigh,49,F,8,2 mph,S,Mostly Cloudy
2025-11-21 01:00:00,Charlotte,56,F,48,2 mph,S,Slight Chance Light Rain
2025-11-21 18:00:11,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-21 18:00:16,Raleigh,59,F,27,1 to 6 mph,SW,Chance Light Rain
2025-11-21 18:00:16,Charlotte,73,F,11,6 mph,SW,Mostly Cloudy
2025-11-21 19:00:03,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-21 19:00:04,Raleigh,59,F,27,1 to 6 mph,SW,Chance Light Rain
2025-11-21 19:00:04,Charlotte,61,F,34,5 to 10 mph,SSW,Mostly Cloudy then Chance Rain Showers
2025-11-21 20:00:03,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-21 20:00:04,Raleigh,59,F,27,1 to 6 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-21 20:00:04,Charlotte,61,F,34,5 to 10 mph,SSW,Mostly Cloudy then Chance Rain Showers
2025-11-21 21:00:13,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-21 21:00:14,Raleigh,59,F,27,1 to 6 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-21 21:00:16,Charlotte,61,F,34,5 to 10 mph,SSW,Mostly Cloudy then Chance Rain Showers
2025-11-21 22:00:22,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-21 22:00:25,Raleigh,59,F,27,1 to 6 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-21 22:00:25,Charlotte,61,F,34,5 to 10 mph,SSW,Mostly Cloudy then Chance Rain Showers
2025-11-21 23:00:02,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-21 23:00:24,Raleigh,59,F,27,1 to 6 mph,SW,Chance Light Rain
2025-11-21 23:00:24,Charlotte,61,F,34,7 to 10 mph,SW,Mostly Cloudy then Chance Rain Showers
2025-11-22 00:00:02,Wilmington,60,F,10,2 to 6 mph,SW,Partly Cloudy
2025-11-22 00:00:03,Raleigh,59,F,27,1 to 6 mph,SW,Mostly Cloudy then Chance Light Rain
2025-11-22 00:00:03,Charlotte,61,F,34,7 to 10 mph,SW,Mostly Cloudy then Chance Rain Showers
2025-11-22 15:00:02,Wilmington,78,F,12,5 to 9 mph,W,Sunny
2025-11-22 15:00:04,Raleigh,76,F,24,6 mph,NW,Slight Chance Showers And Thunderstorms
2025-11-22 15:00:04,Charlotte,78,F,7,6 to 10 mph,W,Mostly Sunny
2025-11-22 16:00:03,Wilmington,78,F,12,5 to 8 mph,W,Sunny
2025-11-22 16:00:04,Raleigh,76,F,20,5 mph,NW,Slight Chance Rain Showers
2025-11-22 16:00:04,Charlotte,78,F,7,6 to 10 mph,W,Mostly Sunny
2025-11-22 17:00:08,Wilmington,78,F,12,5 to 8 mph,W,Sunny
2025-11-22 17:00:11,Raleigh,76,F,20,5 mph,NW,Slight Chance Rain Showers
2025-11-22 17:00:11,Charlotte,78,F,7,6 to 10 mph,W,Mostly Sunny
2025-11-22 18:00:21,Wilmington,55,F,26,1 to 5 mph,NW,Chance Rain Showers
2025-11-22 18:00:23,Raleigh,50,F,16,6 mph,N,Slight Chance Rain Showers
2025-11-22 18:00:25,Charlotte,52,F,16,3 mph,N,Slight Chance Showers And Thunderstorms then Partly Cloudy
2025-11-22 19:00:08,Wilmington,55,F,29,5 mph,NW,Slight Chance Showers And Thunderstorms then Chance Showers And Thunderstorms
2025-11-22 19:00:09,Raleigh,50,F,16,3 to 8 mph,NE,Slight Chance Rain Showers
2025-11-22 19:00:09,Charlotte,52,F,16,3 mph,N,Slight Chance Showers And Thunderstorms then Partly Cloudy
2025-11-22 20:00:14,Wilmington,55,F,29,5 mph,NW,Slight Chance Showers And Thunderstorms then Chance Showers And Thunderstorms
2025-11-22 20:00:28,Raleigh,50,F,16,5 to 8 mph,NE,Slight Chance Rain Showers
2025-11-22 20:00:28,Charlotte,52,F,16,3 mph,N,Slight Chance Showers And Thunderstorms then Partly Cloudy
2025-11-22 21:00:04,Wilmington,55,F,29,5 mph,NW,Chance Showers And Thunderstorms
2025-11-22 21:00:04,Raleigh,50,F,16,5 to 8 mph,NE,Slight Chance Rain Showers
2025-11-22 21:00:04,Charlotte,52,F,16,3 mph,N,Slight Chance Showers And Thunderstorms then Partly Cloudy
2025-11-22 22:00:26,Wilmington,55,F,29,5 mph,NW,Chance Showers And Thunderstorms
2025-11-22 22:00:34,Raleigh,50,F,16,5 to 8 mph,NE,Slight Chance Rain Showers
2025-11-22 22:00:34,Charlotte,52,F,16,3 mph,N,Slight Chance Showers And Thunderstorms then Partly Cloudy
2025-11-22 23:00:01,Wilmington,55,F,29,5 mph,N,Chance Rain Showers
2025-11-22 23:00:02,Raleigh,49,F,10,3 to 7 mph,NE,Mostly Cloudy
2025-11-22 23:00:02,Charlotte,78,F,17,6 mph,WNW,Slight Chance Rain Showers
2025-11-23 01:00:02,Wilmington,54,F,76,6 mph,NE,Rain Showers
2025-11-23 01:00:06,Raleigh,49,F,7,3 to 7 mph,NE,Mostly Cloudy
2025-11-23 01:00:06,Charlotte,50,F,1,3 mph,NNE,Partly Cloudy
2025-11-23 02:00:05,Wilmington,54,F,76,6 mph,NE,Rain Showers
2025-11-23 02:00:20,Raleigh,49,F,7,6 mph,NE,Mostly Cloudy
2025-11-23 02:00:20,Charlotte,50,F,1,3 mph,NNE,Partly Cloudy
2025-11-23 03:00:02,Wilmington,54,F,76,6 mph,NE,Rain Showers
2025-11-23 03:00:02,Raleigh,49,F,7,6 mph,NE,Mostly Cloudy
2025-11-23 03:00:05,Charlotte,50,F,1,3 mph,NNE,Partly Cloudy
2025-11-23 13:00:03,Wilmington,69,F,0,6 mph,N,Sunny
2025-11-23 13:00:05,Raleigh,66,F,0,6 mph,NW,Sunny
2025-11-23 13:00:05,Charlotte,69,F,0,6 mph,NW,Sunny
2025-11-23 14:00:07,Wilmington,69,F,0,6 mph,N,Sunny
2025-11-23 14:00:09,Raleigh,66,F,0,6 mph,NW,Sunny
2025-11-23 14:00:09,Charlotte,69,F,0,6 mph,NW,Sunny
2025-11-23 15:00:21,Wilmington,69,F,0,6 mph,N,Sunny
2025-11-23 15:00:23,Raleigh,66,F,0,6 mph,NW,Sunny
2025-11-23 15:00:23,Charlotte,69,F,0,6 mph,NW,Sunny
2025-11-23 16:00:03,Wilmington,69,F,0,5 mph,N,Sunny
2025-11-23 16:00:04,Raleigh,66,F,0,6 mph,NW,Sunny
2025-11-23 16:00:04,Charlotte,69,F,0,6 mph,NW,Sunny
2025-11-23 17:00:03,Wilmington,69,F,0,5 mph,N,Sunny
2025-11-23 17:00:04,Raleigh,66,F,0,6 mph,NW,Sunny
2025-11-23 17:00:04,Charlotte,69,F,0,6 mph,NW,Sunny
2025-11-23 18:00:04,Wilmington,46,F,0,0 to 5 mph,N,Clear
2025-11-23 18:00:04,Raleigh,66,F,0,6 mph,NW,Sunny
2025-11-23 18:00:04,Charlotte,69,F,0,6 mph,NW,Sunny
2025-11-24 12:00:02,Wilmington,67,F,0,7 mph,E,Sunny
2025-11-24 12:00:04,Raleigh,64,F,0,5 mph,E,Sunny
2025-11-24 12:00:04,Charlotte,44,F,0,2 mph,NE,Mostly Clear
2025-11-24 13:00:06,Wilmington,67,F,0,7 mph,E,Sunny
2025-11-24 13:00:09,Raleigh,65,F,0,5 mph,E,Sunny
2025-11-24 13:00:09,Charlotte,67,F,0,5 mph,ESE,Mostly Sunny
2025-11-24 14:00:05,Wilmington,67,F,0,7 mph,E,Sunny
2025-11-24 14:00:05,Raleigh,65,F,0,5 mph,E,Sunny
2025-11-24 14:00:05,Charlotte,67,F,0,5 mph,ESE,Mostly Sunny
2025-11-24 15:00:19,Wilmington,67,F,0,7 mph,E,Sunny
2025-11-24 15:00:19,Raleigh,65,F,0,5 mph,E,Sunny
2025-11-24 15:00:19,Charlotte,67,F,0,5 mph,ESE,Mostly Sunny
2025-11-24 16:00:00,Wilmington,67,F,0,7 mph,E,Sunny
2025-11-24 16:00:06,Raleigh,65,F,0,5 mph,E,Sunny
2025-11-24 16:00:06,Charlotte,67,F,0,5 mph,ESE,Mostly Sunny
2025-11-24 19:00:02,Wilmington,52,F,7,5 mph,E,Partly Cloudy
2025-11-24 19:00:06,Raleigh,44,F,0,2 mph,SE,Mostly Cloudy
2025-11-24 19:00:06,Charlotte,49,F,8,1 to 5 mph,SE,Mostly Cloudy
2025-11-24 20:00:07,Wilmington,52,F,7,5 mph,E,Partly Cloudy
2025-11-24 20:00:11,Raleigh,44,F,0,2 mph,SE,Partly Cloudy
2025-11-24 20:00:12,Charlotte,67,F,0,3 mph,SE,Partly Sunny
2025-11-24 21:00:03,Wilmington,52,F,7,3 mph,E,Partly Cloudy
2025-11-24 21:00:09,Raleigh,44,F,0,2 mph,SE,Partly Cloudy
2025-11-24 21:00:12,Charlotte,67,F,0,3 mph,SE,Partly Sunny
2025-11-24 22:00:02,Wilmington,52,F,7,3 mph,E,Partly Cloudy
2025-11-24 22:00:03,Raleigh,44,F,0,2 mph,SE,Partly Cloudy
2025-11-24 22:00:03,Charlotte,67,F,0,3 mph,SE,Partly Sunny
2025-11-24 23:00:03,Wilmington,52,F,7,3 mph,E,Partly Cloudy
2025-11-24 23:00:04,Raleigh,44,F,0,2 mph,SE,Partly Cloudy
2025-11-24 23:00:04,Charlotte,67,F,0,3 mph,SE,Partly Sunny
2025-11-25 00:00:07,Wilmington,52,F,7,2 mph,E,Partly Cloudy
2025-11-25 00:00:08,Raleigh,44,F,0,2 mph,SE,Partly Cloudy
2025-11-25 00:00:08,Charlotte,67,F,0,3 mph,SE,Partly Sunny
2025-11-25 01:00:03,Wilmington,51,F,2,3 mph,NE,Partly Cloudy
2025-11-25 01:00:02,Raleigh,44,F,0,2 mph,SE,Partly Cloudy
2025-11-25 01:00:02,Charlotte,50,F,1,3 mph,ESE,Mostly Cloudy
2025-12-01 12:00:12,Wilmington,54,F,4,12 mph,NE,Partly Sunny
2025-12-01 12:00:14,Raleigh,47,F,0,5 to 9 mph,NE,Mostly Sunny
2025-12-01 12:00:14,Charlotte,48,F,4,5 to 10 mph,NE,Partly Sunny
2025-12-01 13:00:11,Wilmington,54,F,0,7 to 10 mph,NE,Partly Sunny
2025-12-01 13:00:11,Raleigh,46,F,0,6 to 9 mph,NE,Partly Sunny
2025-12-01 13:00:11,Charlotte,47,F,0,5 to 9 mph,ENE,Partly Sunny
